Topic,Sentiment,TweetId,TweetDate,TweetText
apple,-1,1.26E+17,Tue Oct 18 14:52:13 +0000 2011,"@apple, your new ""Save a Version"" function in Pages is absolutely the most awful, interrupting, counter-intuitive piece of crap in the world"
apple,-1,1.26E+17,Tue Oct 18 14:42:07 +0000 2011,I hate my @apple computer.  Thats 3500 dollars down the drain.
apple,-1,1.26E+17,Tue Oct 18 14:23:30 +0000 2011,@apple my iPhone is charging very slowly!!!!!
apple,-1,1.26E+17,Tue Oct 18 14:11:33 +0000 2011,"@Apple #iOS5 gm on ipad1 is very slow wash better on beta7/8 solve this problem, or give me the ipad2"
apple,-1,1.26E+17,Tue Oct 18 14:03:23 +0000 2011,"@apple Wish I could pick month, day, and YEAR when setting a new calendar item on my iPhone. Why hasn't the new iOS fixed this yet?!"
apple,-1,1.26E+17,Tue Oct 18 13:43:33 +0000 2011,"@Apple iTunes is the worst program ever. For such a great phone, you make some awful software."
apple,-1,1.26E+17,Tue Oct 18 13:21:37 +0000 2011,One would think the voice recognition on the @apple tech support line would work a little better.
apple,-1,1.26E+17,Tue Oct 18 13:08:51 +0000 2011,"@apple $319 to repair my iPad 2, Apple you've lost me and my $700 a year, Android here I come!"
apple,-1,1.26E+17,Tue Oct 18 12:58:35 +0000 2011,"@azee1v1 @apple @umber Proper consolidation, proper syncing, stop losing my PURCHASED items, checkboxes that do what you think they will do."
apple,-1,1.26E+17,Tue Oct 18 12:56:45 +0000 2011,@AsimRang @apple @umber the desktop app is wack though
apple,-1,1.26E+17,Tue Oct 18 12:53:47 +0000 2011,I made a reservation and yet I still have to wait in line. Humpt! Oh @apple (@ Apple Store w/ 2 others) http://t.co/JZmVBdNm
apple,-1,1.26E+17,Tue Oct 18 11:27:58 +0000 2011,Frustrated that I bought a new macbook pro from @apple only to find it doesnt ship with media! #expensivepaperweight
apple,-1,1.26E+17,Tue Oct 18 11:25:43 +0000 2011,Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because #
apple,-1,1.26E+17,Tue Oct 18 10:59:31 +0000 2011,#DontBeMadAtMeBecause #Android is by far better than @Apple
apple,-1,1.26E+17,Tue Oct 18 10:45:37 +0000 2011,@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound.
apple,-1,1.26E+17,Tue Oct 18 10:30:14 +0000 2011,@apple #apple One thing I hater about this #mouse the #buttery finish so fast am not #happy now #macworld @macworld http://t.co/5Uh4a4Vt
apple,-1,1.26E+17,Tue Oct 18 10:18:00 +0000 2011,Hey @Apple: stop sending your automatically-depreciate-all-iPhones-older-than-the-4s signal. My #iPhone4 is dying rapidly processor-wise.
apple,-1,1.26E+17,Tue Oct 18 10:08:32 +0000 2011,Only thing bad about the new @canon camera is that it has two compact flash cards... not one of SD. SD goes in my @apple computer. Damn you!
apple,-1,1.26E+17,Tue Oct 18 09:03:39 +0000 2011,Wtf @apple 64 pages for the new terms & conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???
apple,-1,1.26E+17,Tue Oct 18 06:53:05 +0000 2011,fuck u @apple
apple,-1,1.26E+17,Tue Oct 18 06:52:44 +0000 2011,oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it
apple,-1,1.26E+17,Tue Oct 18 06:51:49 +0000 2011,why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple
apple,-1,1.26E+17,Tue Oct 18 06:51:41 +0000 2011,. if u need me just text me o wait u i wont get it cuz @apple fucks me every time #fuckingpissed
apple,-1,1.26E+17,Tue Oct 18 06:28:37 +0000 2011,"iMessage doesn't show the time a message was sent, annoying @apple"
apple,-1,1.26E+17,Tue Oct 18 05:25:51 +0000 2011,Like @apple da fuck is this shit?  http://t.co/nb4DHlSg
apple,-1,1.26E+17,Tue Oct 18 05:10:53 +0000 2011,RT @CircusTK: I'm wit chu!! “@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my t ...
apple,-1,1.26E+17,Tue Oct 18 05:10:37 +0000 2011,Damn it @Apple!! Whatchu done to my phone??
apple,-1,1.26E+17,Tue Oct 18 04:53:07 +0000 2011,"Samsung seeks iPhone 4S ban in Japan and Australia
Patent war intensifies with injunction sought against @Apple http://t.co/QmwjTvnk"
apple,-1,1.26E+17,Tue Oct 18 04:38:59 +0000 2011,"@apple, why is it every time there is iOS software update my iPad goes dead and I need to totally restore? #fail"
apple,-1,1.26E+17,Tue Oct 18 04:31:07 +0000 2011,@apple #iOS.5 has been nothing but a pain in the ass no room for my music.. Or photos.. Or apps! Can I undo this garbage??
apple,-1,1.26E+17,Tue Oct 18 04:13:49 +0000 2011,RT @RedDeerSteph: @Joelplane @apple I hear you! I've had trouble with my 3 & now 4. I've even turned down brightness. #andshuttingdownru ...
apple,-1,1.26E+17,Tue Oct 18 04:12:16 +0000 2011,@Joelplane @apple I hear you! I've had trouble with my 3 & now 4. I've even turned down brightness. #andshuttingdownrunningprograms #nohelp
apple,-1,1.26E+17,Tue Oct 18 03:53:50 +0000 2011,@albertmal88 remember @apple is evil. #icloud entering the #dropbox market
apple,-1,1.26E+17,Tue Oct 18 03:42:31 +0000 2011,9% now on my second full charge of the day. Pissed @Apple
apple,-1,1.26E+17,Tue Oct 18 03:10:06 +0000 2011,RT @ShayDiddy: @CircusTK @ups @apple both of them are bs!!! How do u tell me go between a certain time ONLY and the muh fuh is closed!
apple,-1,1.26E+17,Tue Oct 18 03:04:36 +0000 2011,I'm wit chu!! “@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!”
apple,-1,1.26E+17,Tue Oct 18 02:58:15 +0000 2011,"ugh! @apple, you’re reservation page for the iPhone is NOT working."
apple,-1,1.26E+17,Tue Oct 18 02:56:50 +0000 2011,iTunes is @apple's worst product. Worse than the #Newton or the hockey puck mouse. It's utterly painful to use.
apple,-1,1.26E+17,Tue Oct 18 02:52:56 +0000 2011,"Deár iCloud I HATE U , AND I HOPE YOU DIE , YOU ARE THE WORST FUCKING INVENTION IN THE WORLD , FUCK YOUUUUUUUUUUUU #iCloud @apple @stevejobs"
apple,-1,1.26E+17,Tue Oct 18 02:48:25 +0000 2011,i update to ios 5 and lose everything on my phone and it wont let me sign into my itunes account... thanks @Apple
apple,-1,1.26E+17,Tue Oct 18 02:45:00 +0000 2011,Suddenly lost all address book on @3GS iPhone. And someone was using my @Apple ID. It all fucked up.
apple,-1,1.26E+17,Tue Oct 18 02:23:26 +0000 2011,oh.. my iphone is overcapacity huh?! -____-  @Apple won't let me be great!!!
apple,-1,1.26E+17,Tue Oct 18 02:11:42 +0000 2011,Issues with updating iTunes on my windows pc - they really are not compatible.... Sent more time talking to @Apple care than using it!!
apple,-1,1.26E+17,Tue Oct 18 01:26:57 +0000 2011,@apple u guys are gay
apple,-1,1.26E+17,Tue Oct 18 00:58:23 +0000 2011,"Restored my iPhone. STILL NO TEXTS. DEAR @APPLE Y NO LOVE, Y RESTRICTIONS ON MY SMS?  Y NO TEXTS.... #iOS5 #iOS5atemydingo"
apple,-1,1.26E+17,Tue Oct 18 00:44:05 +0000 2011,none of my apps work after the new ios from @apple. what do i do?!?
apple,-1,1.26E+17,Tue Oct 18 00:36:13 +0000 2011,"Seemingly endless loop of calls to @apple, @ups, @verizonwireless to investigate my missing #iphone4s. #crankywithnophone"
apple,-1,1.26E+17,Tue Oct 18 00:16:43 +0000 2011,@Wisconsin_Mommy @apple that's terrible!  I hope you get an apology!
apple,-1,1.26E+17,Tue Oct 18 00:13:12 +0000 2011,@zombiebomber have been on the phone with @verizonwireless and @apple pretty much ever since then. Really annoyed.
apple,-1,1.26E+17,Tue Oct 18 00:03:14 +0000 2011,"@chascouponmom @apple I get they are busy w/ the new phone, but I just wanted to buy a stylus. they made me wait forever outside & never"
apple,-1,1.26E+17,Mon Oct 17 23:55:59 +0000 2011,"@apple @iphone Please deliver my daughter's i4s, she is driving me nuts #iphone"
apple,-1,1.26E+17,Mon Oct 17 23:48:33 +0000 2011,"I'm givin' this stupid @apple reserve system 2days… If I cant get reservation, I'll never buy any Apple products… (yup I hate contracts)"
apple,-1,1.26E+17,Mon Oct 17 23:48:15 +0000 2011,"@sprint @bestbuy still no word on my iPhone4s preorder.  Best Buy blames Sprint, Sprint blames @apple, I just want an honest answer.  #help"
apple,-1,1.26E+17,Mon Oct 17 23:38:31 +0000 2011,"Hey @apple, the SMS full message is complete shit. Yes, I'm annoyed."
apple,-1,1.26E+17,Mon Oct 17 23:20:24 +0000 2011,Have never had such poor customer service at @Apple before! What happened? (@ Apple Store w/ 2 others) http://t.co/GKlXMUi6
apple,-1,1.26E+17,Mon Oct 17 23:14:04 +0000 2011,"@Apple your service experience is really fucking slipping (except for cute, eyelash batting girlies). (@ Apple Store) http://t.co/dOHDEnMg"
apple,-1,1.26E+17,Mon Oct 17 23:11:36 +0000 2011,Had ma Ipas not 24 hours an I jailbroke it...now its SHAGGED itunes won't letme restore it @apple SYM!!!!
apple,-1,1.26E+17,Mon Oct 17 22:58:32 +0000 2011,@hailfire101 @Irvysan They are... then @apple happened and snatched Siri so they could be douchebags and say 'it's ours!'
apple,-1,1.26E+17,Mon Oct 17 22:55:46 +0000 2011,What was @apple thinking making #Siri totally dependent on a network connection? Siri + @ATT = utter frustration.
apple,-1,1.26E+17,Mon Oct 17 22:33:07 +0000 2011,Wow the Genius Bar Reservation Line @Apple is ridic right now - ___- I am not amused. #ugh
apple,-1,1.26E+17,Mon Oct 17 21:56:41 +0000 2011,"Where is my iPhone!?!?!?!
@apple"
apple,-1,1.26E+17,Mon Oct 17 21:55:24 +0000 2011,@apple battery life suck on iOS 5
apple,-1,1.26E+17,Mon Oct 17 21:41:03 +0000 2011,An apple update has seemed to render my work machine incapable of opening HDV video. Thanks @Apple. Zero useful productivity today.
apple,-1,1.26E+17,Mon Oct 17 21:19:46 +0000 2011,@apple I committed to your cloud storage iDisk and now it's raining :-( so soon no more iDisk.  Any plans for a new service for storage?
apple,-1,1.26E+17,Mon Oct 17 21:18:27 +0000 2011,"Hey @apple why can't I share a reminder list from my iPhone?
Also why can't I login to the iCloud webpage to modify sharing from my phone?"
apple,-1,1.26E+17,Mon Oct 17 20:52:15 +0000 2011,Apparently fuzzball crashes on #iOS5. Congratulations @apple on another incompatible upgrade
apple,-1,1.26E+17,Mon Oct 17 20:48:07 +0000 2011,could @apple lion please integrate vertical spaces in mission control. this horizontal business is making me nauseous
apple,-1,1.26E+17,Mon Oct 17 20:39:02 +0000 2011,Can someone plz explain to me whhyy @apple is only distributing 2-3 phones per day to the sprint stores. I'm really ... http://t.co/uf9taK8f
apple,-1,1.26E+17,Mon Oct 17 20:28:57 +0000 2011,"GAH. @apple iOS 5 opens text messages painfully slow, on top of 3 restore attempts 2 succeed. Early adopterness gets better of me."
apple,-1,1.26E+17,Mon Oct 17 20:24:51 +0000 2011,Dear @apple: Why did all my PDFs and ePub files disappear from ibooks in my iPhone post ios5 upgrade? This hurts. #3GS #needsomethingtoread
apple,-1,1.26E+17,Mon Oct 17 20:20:04 +0000 2011,“@CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.” &lt;&lt; check Settings: 8 times more App usage in iOS 5
apple,-1,1.26E+17,Mon Oct 17 19:45:48 +0000 2011,As a huge podcast fan - I really feel like @Apple dropped the ball on this one. http://t.co/wvzPrbCI via @Carrypad
apple,-1,1.26E+17,Mon Oct 17 19:33:56 +0000 2011,I don't really like Siri's voice. Perhaps @apple can get Star Wars voices just like @garmin http://t.co/pSUJg9pN
apple,-1,1.26E+17,Mon Oct 17 19:27:49 +0000 2011,"“@carlton858: I really hate dealing with the brain dead people at the @apple store. For such good products, customer service sucks.” in NZ?"
apple,-1,1.26E+17,Mon Oct 17 19:21:31 +0000 2011,"I really hate dealing with the brain dead people at the @apple store. For such good products, customer service sucks."
apple,-1,1.26E+17,Mon Oct 17 19:19:42 +0000 2011,"You can make photo albums in the Photos app with iOS 5, but can't password protect them? Um... @apple, fix that. Quickly."
apple,-1,1.26E+17,Mon Oct 17 19:12:52 +0000 2011,Anyone else seeing missing signal bars on their #iPhone 3GS with an upgrade to #iOS5? cc/ @applecanada @apple @forstall
apple,-1,1.26E+17,Mon Oct 17 18:57:20 +0000 2011,RT @CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.
apple,-1,1.26E+17,Mon Oct 17 18:46:13 +0000 2011,"@apple If you want to know what customers think dont send updates with the ""noreply"" return address. Who invented that anyway. #useless"
apple,-1,1.26E+17,Mon Oct 17 18:37:41 +0000 2011,"Every time I try the voice control on my iPod Touch to send an iMessage, it starts playing ""Who Knew"" by Pink.  Still not Flawless @Apple"
apple,-1,1.26E+17,Mon Oct 17 18:28:58 +0000 2011,should be studying/ doing work but no I'm hold with @apple HURRY THE FUCK UP! #nopatience
apple,-1,1.26E+17,Mon Oct 17 18:28:25 +0000 2011,Ok Hindi keyboard in #iOS5 is something to cheer about.  But @apple  what about  support for 20+ missing Indian languages!? #FAIL
apple,-1,1.26E+17,Mon Oct 17 18:20:33 +0000 2011,"RT @ScottDugas: Warning: if iphone apps spontaneously loose data, it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade  ..."
apple,-1,1.26E+17,Mon Oct 17 18:07:32 +0000 2011,@betweensundays Ah! Yeah...should be an option...hopefully @apple figures that out. Thx
apple,-1,1.26E+17,Mon Oct 17 18:03:06 +0000 2011,"""Waiting for items to copy"" in Itunes after everything DID copy goes on, and on, and on.  Come on @Apple, what the hell?"
apple,-1,1.26E+17,Mon Oct 17 18:01:55 +0000 2011,@Apple unhappy again with service/product quality. Won't buy @Apple again.
apple,-1,1.26E+17,Mon Oct 17 18:00:27 +0000 2011,Lies @apple. the battery on this new iPhone4S is definitely not any better.
apple,-1,1.26E+17,Mon Oct 17 17:38:25 +0000 2011,"“@philipgrey: dear @apple, why you gotta go change the way &lt;input type=""number""&gt; is handled out of the blue?”"
apple,-1,1.26E+17,Mon Oct 17 17:34:09 +0000 2011,"Been on hold with @apple customer service for 25 minutes. Wow, lt's like they're #timewarnercable."
apple,-1,1.26E+17,Mon Oct 17 17:32:01 +0000 2011,anyone else stuck in duped calendar/mail/battery sucking @apple hell? #iCloud and #OSX Lion are a disappointment
apple,-1,1.26E+17,Mon Oct 17 17:11:40 +0000 2011,For being the inventor of the computer mouse — Why is it that @Apple has never made one that is not a complete piece of fucking shit?!!?
apple,-1,1.26E+17,Mon Oct 17 17:05:04 +0000 2011,"@Apple you're killing me. Excited about iOS5 no longer- tragic battery drain, genius bar wants to replace the battery. Really?"
apple,-1,1.26E+17,Mon Oct 17 16:56:18 +0000 2011,1st impressions  of #iOS5- Disappointed w upgrade restore. Lot of apps & folders missing @apple do  how much time went in2 orging it? #fail
apple,-1,1.26E+17,Mon Oct 17 16:47:00 +0000 2011,@PrJusto Don't question the @Apple they will remember your dissent!
apple,-1,1.26E+17,Mon Oct 17 16:42:07 +0000 2011,"@apple: Multiple times siri is ""having trouble connecting to the network.""  Siri needs servers (and some exercise!)"
apple,-1,1.26E+17,Mon Oct 17 16:41:49 +0000 2011,So my iMessage still isn't working! @apple
apple,-1,1.26E+17,Mon Oct 17 16:40:00 +0000 2011,RT @JimMcNiel: if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is havin ...
apple,-1,1.26E+17,Mon Oct 17 16:36:11 +0000 2011,"dear @apple, why you gotta go change the way &lt;input type=""number""&gt; is handled out of the blue?"
apple,-1,1.26E+17,Mon Oct 17 16:22:26 +0000 2011,Ugh. WTF is up with all the bottlenecks @paypal @apple?
apple,-1,1.26E+17,Mon Oct 17 16:08:21 +0000 2011,+1  RT @Doug_Newton: @apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!
apple,-1,1.26E+17,Mon Oct 17 16:06:46 +0000 2011,@apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!
apple,-1,1.26E+17,Mon Oct 17 16:06:14 +0000 2011,if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?
apple,-1,1.26E+17,Mon Oct 17 16:00:07 +0000 2011,any chance @apple will release good headphones that dont blast music outside the ears? #iphone #ipod its quite obnoxious
apple,-1,1.26E+17,Mon Oct 17 15:55:56 +0000 2011,"@Apple - #Siri is not working due to ""network problem""? Seriously? Can you fix this? #iPhone4s #Fail"
apple,-1,1.26E+17,Mon Oct 17 15:50:55 +0000 2011,"@trisha_ps @iCloud is Cloudy. @apple tech, not very techy."
apple,-1,1.26E+17,Mon Oct 17 15:50:06 +0000 2011,"@electricsoup It has to connect to @Apple to process commands, which it is failing to do right now"
apple,-1,1.26E+17,Mon Oct 17 15:43:05 +0000 2011,"See @Apple, that what's happen when you release iPhone 4S with same crappy design as the old phone!"
apple,-1,1.26E+17,Mon Oct 17 15:38:51 +0000 2011,This. RT @bonkoif Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable
apple,-1,1.26E+17,Mon Oct 17 15:36:29 +0000 2011,Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable
apple,-1,1.26E+17,Mon Oct 17 15:29:05 +0000 2011,"Spoke to an @Apple rep on phone & could hear her tv blaring in the bg.  She said, ""I can't actually help u, just direct u back to the web"""
apple,-1,1.26E+17,Mon Oct 17 15:28:41 +0000 2011,What's wrong with Siri today @apple
apple,-1,1.26E+17,Mon Oct 17 15:28:21 +0000 2011,@Apple Siri is down!
apple,-1,1.26E+17,Mon Oct 17 15:21:43 +0000 2011,I'm suspecting @Apple timed the health-decline of my iPhone 4 perfectly with the iPhone 4s release... My battery is seriously ailing.
apple,-1,1.26E+17,Mon Oct 17 15:17:33 +0000 2011,on hold for another half hour. phone is ringing but no one is picking up.@apple you stink.
apple,-1,1.26E+17,Mon Oct 17 15:05:27 +0000 2011,"Ok this @Apple software update for the #iphone is taking waaaaay too long!
#annoyed"
apple,-1,1.26E+17,Mon Oct 17 14:46:38 +0000 2011,@Apple would do better to inform customers properly about migrating to #iCloud - many complaints lead to #image damage http://t.co/QL7zmPpO
apple,-1,1.26E+17,Mon Oct 17 14:36:14 +0000 2011,@apple does iOS 5 rape your battery life? or am I just using my phone a lot since getting it
apple,-1,1.26E+17,Mon Oct 17 14:12:29 +0000 2011,"@jane73 @Gazmaz hopefully it's a small bug @Apple must be fixing it. RIGHT  APPLE }:0( 
#itjustworks"
apple,-1,1.26E+17,Mon Oct 17 13:45:23 +0000 2011,"@samsung, @apple, you do realise you're just really pissing off the customer base AS WELL AS looking petty."
